GJAHR	WBS3	TXT_WBS3	INV_TYP	INV_TYP_TXT	WBS1	TXT_WBS1	PLFAZ	PLSEZ	WAERS	USR06	USR07	WBS2	TXT_WBS2	KOKRS	TXT_KOKRS	BUKRS	TXT_BUKRS	GSBER	TXT_GSBER	PRCTR	TXT_PRCTR	USR08	USR02	USR00	USR01	USR00_1	USR00_2	USR00_3	USR00_4	ZZUSRCURR_01	KOSTL	TXT_KOSTL	ANLKL	TXT_ANLKL	WW000	TXT_WW000	WW100	TXT_WW100	WW129	TXT_WW129	KALSM	TXT_KALSM	USR11	USR10	PLN_S00_01	PLN_S00_02	PLN_S00_03	PLN_S00_04	PLN_S00_05	PLN_S00_06	PLN_S00_07	PLN_S00_08	PLN_S00_09	PLN_S00_10	PLN_S00_11	PLN_S00_12	PLN_V00_01	PLN_V00_02	PLN_V00_03	PLN_V00_04	PLN_V00_05	PLN_V00_06	PLN_V00_07	PLN_V00_08	PLN_V00_09	PLN_V00_10	PLN_V00_11	PLN_V00_12	PLN_E00_01	PLN_E00_02	PLN_E00_03	PLN_E00_04	PLN_E00_05	PLN_E00_06	PLN_E00_07	PLN_E00_08	PLN_E00_09	PLN_E00_10	PLN_E00_11	PLN_E00_12	BDG_B00_01	BDG_B00_02	BDG_B00_03	BDG_B00_04	BDG_B00_05	BDG_B00_06	BDG_B00_07	BDG_B00_08	BDG_B00_09	BDG_B00_10	BDG_B00_11	BDG_B00_12	BDG_B01_01	BDG_B01_02	BDG_B01_03	BDG_B01_04	BDG_B01_05	BDG_B01_06	BDG_B01_07	BDG_B01_08	BDG_B01_09	BDG_B01_10	BDG_B01_11	BDG_B01_12	BDG_CHG_01	BDG_CHG_02	BDG_CHG_03	BDG_CHG_04	BDG_CHG_05	BDG_CHG_06	BDG_CHG_07	BDG_CHG_08	BDG_CHG_09	BDG_CHG_10	BDG_CHG_11	BDG_CHG_12	ACT_APPR_01	ACT_APPR_02	ACT_APPR_03	ACT_APPR_04	ACT_APPR_05	ACT_APPR_06	ACT_APPR_07	ACT_APPR_08	ACT_APPR_09	ACT_APPR_10	ACT_APPR_11	ACT_APPR_12	ACT_UNAP_01	ACT_UNAP_02	ACT_UNAP_03	ACT_UNAP_04	ACT_UNAP_05	ACT_UNAP_06	ACT_UNAP_07	ACT_UNAP_08	ACT_UNAP_09	ACT_UNAP_10	ACT_UNAP_11	ACT_UNAP_12	ACT_AGAP_01	ACT_AGAP_02	ACT_AGAP_03	ACT_AGAP_04	ACT_AGAP_05	ACT_AGAP_06	ACT_AGAP_07	ACT_AGAP_08	ACT_AGAP_09	ACT_AGAP_10	ACT_AGAP_11	ACT_AGAP_12	ACT_AGUN_01	ACT_AGUN_02	ACT_AGUN_03	ACT_AGUN_04	ACT_AGUN_05	ACT_AGUN_06	ACT_AGUN_07	ACT_AGUN_08	ACT_AGUN_09	ACT_AGUN_10	ACT_AGUN_11	ACT_AGUN_12
2023	S.23.4100.01-007-001	우리카드 직라인 개발	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-007	우리카드 직라인 개발	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	카드사 직라인 구축을 통한 수수료 절						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-008-001	점포 노후 항온항습기  교체	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-008	점포 노후 항온항습기  교체	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	점포 전산실에서 사용 중인 항온항습기						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-009-001	노후 결제장비 교체	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-009	노후 결제장비 교체	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	 테블릿 노후장비교체 RT100장비						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-010-001	IP주소 관리 솔루션 (IPAM) 도입	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-010	IP주소 관리 솔루션 (IPAM) 도입	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	IP사용 현황 및 상태 변경 리포트						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-011-001	채용 시스템 재구축	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-011	채용 시스템 재구축	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	 現 채용관리 시스템('06년 구축)						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-012-001	계정관리 시스템 보안 취약점 개선	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-012	계정관리 시스템 보안 취약점 개선	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	  개인정보 처리 시스템 취약점 점검						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-013-001	블라섬 메일 서버 업그레이드	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-013	블라섬 메일 서버 업그레이드	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	 블라섬 메일서버 EOS(‘23.4月						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-014-001	개인정보 접속 기록 시각화	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-014	개인정보 접속 기록 시각화	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	가시성 부족 및 개인정보 부정사용 등						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-015-001	정보보안포털 기능 개발	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-015	정보보안포털 기능 개발	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	 M365 AIP 문서 해제 이력의						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-016-001	서버 보안취약점 (SSE) 시스템 확대	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-016	서버 보안취약점 (SSE) 시스템 확대	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	내부망 서버에 대한 취약점 관리 필요						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-017-001	CVE 취약점 원격스캔 시스템 확대	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-017	CVE 취약점 원격스캔 시스템 확대	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	 랜섬웨어 등 침해공격 예방						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-018-001	"디지털 신규 서비스
(스마트카트/우선결제/동선분석 등)"	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-018	"디지털 신규 서비스
(스마트카트/우선결제/동선분석 등)"	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	 푸드마켓의 신규 결제 방식 및 동선						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-019-001	SAMS 기능 추가 및 수정	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-019	SAMS 기능 추가 및 수정	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-							4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-020-001	미술품 관리 시스템	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-020	미술품 관리 시스템	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	차세대 시스템과 연계가능한 미술품 관						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-021-001	광고운영시스템 도입	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-021	광고운영시스템 도입	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	광고 운영 시스템 신규 도입						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-022-001	법인 B2E 시스템	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-022	법인 B2E 시스템	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	정보보안 관리 강화 및 오프라인 수기						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-023-001	기타	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-023	기타	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-							4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	S.23.4100.01-003-002	백화점 경기점 노후 무선 네트워크 장비 교체	S	5. 시스템	S.23.4100.01	대전시스템	2030	2030	KRW			S.23.4100.01-003	백화점 강남점 노후 무선 네트워크 장비 교체	S000		4000	대전신세계	4100	Art&Science	P100	손익센터-백화점	20231231	신규시스템_지원	-	도입 10년 경과 및 기술지원 중단						4100A001	대전신세계_공통	00000550	소프트웨어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	T.21.1000.01-001-001	분더샵 청담 임차보증금	T	6. 임차보증금	T.21.1000.01	본사	2023	2023	KRW			T.21.1000.01-001	임차보증금	S000		1000	신세계	1000	본사	PB00	손익센터-분더샵	20211231	임차보증금	임차보증금							1000B001	본사_분더샵 공통																																																																																																																																				
2023	R.23.1103.01-009-007	불탑, 월터놀	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	공용부 철거 및 매장 조성	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	불탑, 월터																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-014-001	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-014	MF	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 MF	공사비_인테리어_기타	VIP 리테일 신규 조성						1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-013-001	와인	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-013	2. B3	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 B3	공사비_인테리어_기타	강남점 R/N 준비 지하3층 직소싱						1103A001	강남점_공통	00000120	인테리어	와인																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-009-006	AV룸	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	하이엔드 오디오 전시 공간 매장화,	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	AV룸																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-009-005	헤스텐스, 덕시아나, 바이스프링	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	프레스티지 베드 조닝 신설 및 글로벌	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	헤스텐스,																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-009-004	아일랜드 침대존(씰리,에이스,카르페디엠)	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	아일랜드 침대존 MD라인 변경(현재	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	아일랜드 침																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-009-003	키친/수입&국내도자기	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	프레스티지 MD 확대에 따른 조닝 변	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	키친/수입&																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-009-002	가전 9MD	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	중소기업 인테리어 분담금	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	가전 9MD																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-011-002	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-011	1. B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 B1F	공사비_인테리어_기타	강남점 식품관 스위트 파크 내 까사빠						1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-011-001	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-011	1. B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 B1F	공사비_인테리어_기타	강남점 식품관 리뉴얼 1공구 진행 :						1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-010-004	빈, 블투테일	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-010	10	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 10F	공사비_인테리어_기타	R/N에 따른 중소기업분담금 MD 추	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	빈, 블투테																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-010-003	분주니어	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-010	10	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 10F	공사비_인테리어_기타	분주니어 강남점 매장 보수 / 집기,	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	분주니어																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-010-002	키움하우스, 아이큐박스, 나비타	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-010	10	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 10F	공사비_인테리어_기타	23FW 레고 스토어 입점에 따른 완	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	키움하우스,																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-010-001	레고스토어	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-010	10	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 10F	공사비_인테리어_기타	MD교체에 따른 기존 매장 일부 철거	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	레고스토어																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-009-001	가전 15MD	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-009	9	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 9F	공사비_인테리어_기타	가전 매장 벽체/바닥/전기/전열 공사	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	가전 15M																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-008-005	젝시믹스	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-008	8	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 8F	공사비_인테리어_기타	이동에 따른중소기업분담금	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	젝시믹스																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-008-004	아크테릭스	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-008	8	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 8F	공사비_인테리어_기타	이동에 따른중소기업분담금	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	아크테릭스																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-008-003	캉골	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-008	8	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 8F	공사비_인테리어_기타	이동에 따른중소기업분담금	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	캉골																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-008-002	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-008	8	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 8F	공사비_인테리어_기타	영패션/스포츠 전면 리뉴얼(본관)	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-008-001	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-008	8	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 8F	공사비_인테리어_기타	영패션/스포츠 전면 리뉴얼(신관)	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-006-005	로크	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-006	6	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 6F	공사비_인테리어_기타	임시매장 이동에 따른 중소기업분담금(	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	로크																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-006-004	버윅	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-006	6	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 6F	공사비_인테리어_기타	임시매장 이동에 따른 중소기업분담금(	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	버윅																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-006-003	루이비통	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-006	6	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 6F	공사비_인테리어_기타	강남점 6F 남성전문관 리뉴얼	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	루이비통																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-006-002	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-006	6	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 6F	공사비_인테리어_기타	럭셔리 남성 전면 리뉴얼	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-006-001	분더샵 남성	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-006	6	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 6F	공사비_인테리어_기타	총 투자비 510백만 (평수 미확정에	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	분더샵 남성																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-005-001	조셉앤스테이시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-005	5	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 5F	공사비_인테리어_기타	이동에 따른 중소기업분담금 (8py	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	조셉앤스테이																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-004-001	바바라	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-004	4	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 4F	공사비_인테리어_기타	이동에 따른 중소기업분담금	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	바바라																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-002-003	크롬하츠	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-002	2	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	크롬하츠 강남점 2층 이동	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	크롬하츠																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-002-002	공용부 조성	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-002	2	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	로저비비에, 포멜라토, 딘반 임시매장	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어	공용부 조성																												1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1103.01-002-001	임시	R	3. 리뉴얼(MD개편포함)	R.23.1103.01	강남점 23년 리뉴얼	2025	2025	KRW	1000	1000	R.23.1103.01-002	2	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	트리니티 라운지 이동 확대	공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																													1000000	1000000	1000000	1000000	1000000	1000000																																																																																																
2023	R.23.1110.01-001-002	신규매장조성	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-001	B1	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 B1	공사비_인테리어_기타	식품행사장 조성(10백), 갓덴스시	공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
2023	R.23.1110.01-001-001	웰니스케어	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-001	B1	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 B1	공사비_인테리어_기타	이동에 따른 중소기업분담금	공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
2023	R.23.1110.01-002-001	어뉴골프, 어메이징크리, 페어라이어, 말본골프	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-002	2	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	매장 바닥 카페트 조성에 따른 중소기	공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
2023	R.23.1110.01-002-002	딥티크	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-002	2	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	신규 입점	공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
2023	R.23.1110.01-002-003	몽블랑	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-002	2	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	몽블랑 하남점 2층 신규 입점	공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
2023	R.23.1110.01-002-004	오씸,코지마,제스파	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-002	2	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 2F	공사비_인테리어_기타	매장이동에 따른 바닥/전기/전열 공사	공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
2023	R.23.1110.01-003-001	와릿이즌 or 컬럼비아유니버시티	R	3. 리뉴얼(MD개편포함)	R.23.1110.01	하남점 MD개편	2023	2023	KRW	831	831	R.23.1110.01-003	3	S000		1000	신세계	1110	하남점	P100	손익센터-백화점	20231231	신관 3F	공사비_인테리어_기타		공사비	인테리어	기타			1110A001	하남점_공통	00000120	인테리어																																																																																																																																		
